question_german,year,episode_number,name,listen_url,,question_english
Was machst du bei Liebeskummer?,2019,56,Tommi,https://open.spotify.com/episode/6kLAjSu2jSZ0WxQ7t8zmXu?go=1&t=3371, ,How do you deal with heartbreak?
Welches Fremdwort benutzt du aktuell zu oft?,2021,162,Tommi,https://open.spotify.com/episode/2bWBlL2Z5649eifhSYIaP5?go=1&t=2435, ,What foreign word are you currently overusing?
"Wo m√ºsstest du leben, um am gl√ºcklichsten zu sein?",2023,207,Tommi,https://open.spotify.com/episode/0qMK4AoujkXSQFoGudzHEG?go=1&t=3200, ,Where would you have to live to be happiest?
"Was ist ein Wort aus der Schule, das sitzt?",2020,105,Tommi,https://open.spotify.com/episode/1sjAMnGslQRaXMFrBPaWv1?go=1&t=3935, ,What’s a school term that really stuck with you?
Bei wem m√ºsstest du dich eigentlich noch entschuldigen?,2019,68,Felix,https://open.spotify.com/episode/5Sd3h4q3pZ7IMBqJFEapuB?go=1&t=4344, ,Who do you still owe an apology to?
"Wenn du ein Schauspieler w√§rest, f√ºr welche Rollen w√ºrdest du besetzt werden?",2019,71,Tommi,https://open.spotify.com/episode/43ZzLWHg2GEVR69HUHqe9E?go=1&t=2645, ,"If you were an actor, what kinds of roles would you be cast in?"
Was ist das Prolligste an deiner Wohnung?,2020,106,Felix,https://open.spotify.com/episode/41YsOEB2ODuJgxjc5ieqxR?go=1&t=3710, ,What’s the tackiest thing in your apartment?
Kannst du mit St√§bchen essen?,2019,72,Felix,https://open.spotify.com/episode/1AT76QM4JXRaGUwjstaKLe?go=1&t=2457, ,Can you eat with chopsticks?
W√ºrzt du auch jedes Essen gleich?,2019,64,Felix,https://open.spotify.com/episode/4QdLvVwSRkb0SnZJXOScyU?go=1&t=2375, ,Do you season every meal the same way?
Hast du schon mal einen Korb gekriegt?,2020,90,Tommi,https://open.spotify.com/episode/2B2a7S1ZPVvHSON5WcBWzV?go=1&t=4522, ,Have you ever been rejected romantically?
Welcher Politiker tanzt am besten?,2020,110,Tommi,https://open.spotify.com/episode/2LuKCDRxA3PrmJnDDdl1YF?go=1&t=4326, ,Which politician dances the best?
Was schreibst du immer per Hand?,2020,123,Felix,https://open.spotify.com/episode/1ZOUfvSu8oyGY2JyB2lvY8?go=1&t=2848, ,What do you still write by hand?
Was ist eine ekelhafte Essgewohnheit von dir?,2020,122,Tommi,https://open.spotify.com/episode/26kyjBWEMYx8wXILBPuLYy?go=1&t=3434, ,What’s a gross eating habit of yours?
F√ºr welchen Freizeitsport bist du nicht der Typ?,2020,102,Felix,https://open.spotify.com/episode/1iOCEmAwLwJRwsc04qadb4?go=1&t=2934, ,What leisure sport just isn’t for you?
Was ist das komischste Essen zum Bestellen?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=3440, ,What’s the weirdest food to order?
Wie schiebst du deine Essensreste zusammen: H√∂flich oder ehrlich?,2021,143,Tommi,, ,How do you push your food leftovers together: politely or honestly?
Korrigierst du kleine Tippfehler beim Chatten oder schickst du einfach ab?,2023,217,Felix,, ,Do you correct small typos when chatting or just send it anyway?
Was ist dein schlechtester Wortwitz?,2020,111,Felix,https://open.spotify.com/episode/7mEpfj8X01qJ6DBlQy22nk?go=1&t=4474, ,What’s your worst pun?
Thema Sp√ºlmaschine: Besteck mit Griff nach oben oder nach unten?,2023,229,Felix,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=2525, ,Dishwasher debate: cutlery handles up or down?
Wie viel Bargeld nimmst du bei einem Partyabend mit?,2019,62,Felix,https://open.spotify.com/episode/6uSSUrP2y4pXXvz6I1tmht?go=1&t=3331, ,How much cash do you take on a night out?
Wann hast du dich das letzte Mal richtig unwohl gef√ºhlt?,2019,70,Felix,https://open.spotify.com/episode/2T7CMKjCXDyYSgwIPtcu0E?go=1&t=3322, ,When was the last time you felt truly uncomfortable?
Was sind deine Lieblingsemojis?,2021,148,Tommi,https://open.spotify.com/episode/7ou0d8i6PvTCkGJOnutA6l?go=1&t=805, ,What are your favorite emojis?
Welches Kleidungsst√ºck darf auf keiner Querdenkerdemo fehlen?,2020,124,Felix,, ,What item of clothing is essential at an anti-vaxxer protest?
Legst du dir vor dem Duschen das Outfit zurecht oder gehst du erst danach zum Schrank?,2023,207,Tommi,https://open.spotify.com/episode/0qMK4AoujkXSQFoGudzHEG?go=1&t=3593, ,Do you pick out your outfit before or after showering?
Wie viel wiegst du?,2019,82,Felix,https://open.spotify.com/episode/0RqDywj0uBwXaiyLGVx7kr?go=1&t=2716, ,How much do you weigh?
"Welcher Action-Film Protagonist w√§rst du: der Held, der Nerd, der Bulldozer oder die Agentin vom gegnerischen Geheimdienst?",2022,184,Tommi,https://open.spotify.com/episode/3m6LPoTdUpy1JLAguCcXNw?go=1&t=3433, ,"Which action movie archetype would you be: the hero, the nerd, the bulldozer, or the enemy agent?"
Wie isst du Eier am liebsten?,2020,104,Felix,https://open.spotify.com/episode/3vVSvfolVLK5IPoRDRxH9O?go=1&t=2486, ,How do you like your eggs?
Welcher Fisch riecht nach frischer Gurke?,2020,108,Felix,https://open.spotify.com/episode/2T3QLxnFfR0NJPcNXUK6YU?go=1&t=1347, ,Which fish smells like fresh cucumber?
"Was machst du nur, wenn es wirklich sein muss?",2022,171,Felix,https://open.spotify.com/episode/5KEKCcqCAgsdtnxgKOSlE4?go=1&t=3736, ,What’s something you only do when you really have to?
Wie hast du deinen 18. Geburtstag verbracht?,2022,198,Felix,https://open.spotify.com/episode/4w7p6GXwNwNTO33xLWC0kB?go=1&t=2523, ,How did you celebrate your 18th birthday?
Du musst dir ein Ferienhaus kaufen: Berge oder Strand?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=4308, ,You have to buy a vacation home: mountains or beach?
Was ist dein liebster Gemischtes-Hack-Moment?,2020,111,Felix,https://open.spotify.com/episode/7mEpfj8X01qJ6DBlQy22nk?go=1&t=3211, ,What’s your favorite “Gemischtes Hack” podcast moment?
Was sind die besten Alkoholsorten?,2020,122,Tommi,https://open.spotify.com/episode/26kyjBWEMYx8wXILBPuLYy?go=1&t=630, ,What are the best types of alcohol?
Welches ist dein Lieblingsbuch?,2019,63,Tommi,https://open.spotify.com/episode/4C7L8xofTXVuxH1wAvgi1A?go=1&t=3942, ,What’s your favorite book?
Wo siehst du dich in 5 Jahren?,2020,89,Felix,https://open.spotify.com/episode/4v2BQKgCgSimekHrjSs4au?go=1&t=2644, ,Where do you see yourself in 5 years?
W√ºrdest du dich als politischen Menschen bezeichnen?,2022,201,Felix,https://open.spotify.com/episode/3JgBj5dSAKnakqDsioEKfc?go=1&t=3454, ,Would you describe yourself as a political person?
Was war deine erste politische Desillusionierung?,2022,201,Felix,https://open.spotify.com/episode/3JgBj5dSAKnakqDsioEKfc?go=1&t=4344, ,What was your first political disillusionment?
"Wenn dein Leben eine Schullekt√ºre w√§re, wie w√§re der Titel?",2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=1634, ,"If your life were a school reading assignment, what would the title be?"
Kannst du gut kraulen (massieren/streicheln)?,2022,190,Tommi,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=2955, ,Are you good at giving massages (caressing)?
Was ist deine Lieblingsnachspeise?,2023,241,Tommi,https://open.spotify.com/episode/0PTf4S61GKMyFVRrJrRR5N?go=1&t=5257, ,What’s your favorite dessert?
Was kommt bei dir in die Raclettepfanne?,2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=3804, ,What do you put in your raclette pan?
Wann hast du das letzte Mal eine Routine etabliert?,2023,211,Tommi,https://open.spotify.com/episode/5e14disp0j25dQoCerq5ks?go=1&t=4301, ,When was the last time you established a routine?
Was ist dein gef√ºhltes Alter?,2020,101,,https://open.spotify.com/episode/7yb6fSUGMZXCzSRlloyXuE?go=1&t=947, ,What’s your perceived age?
"Pommes mit Mayo, Ketchup oder mit beidem?",2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=3345, ,"Fries with mayo, ketchup, or both?"
Welcher politische Schurke/Diktator wirkt am sympathischsten?,2023,234,Tommi,https://open.spotify.com/episode/2fbNQVNtQBxq6z8PFCa8I5?go=1&t=3797, ,Which political villain or dictator seems the most likeable?
Was ist dein Lieblingsm√ºll?,2019,79,Tommi,https://open.spotify.com/episode/2EHbpWB3Iw9SFgOmm796xu?go=1&t=1489, ,What’s your favorite kind of trash?
"Du hast 9 Minuten Zeit, um dich zu besaufen: Was trinkst du?",2022,185,Felix,https://open.spotify.com/episode/5wqA5iGL7mAY8kX0tAhwYG?go=1&t=2868, ,You have 9 minutes to get drunk — what do you drink?
Was fasziniert dich?,2023,227,Tommi,https://open.spotify.com/episode/0iIEJKvYzyqj6qhZwsnvZM?go=1&t=3277, ,What fascinates you?
Seifst du deine F√º√üe beim Duschen extra ein?,2021,166,Felix,https://open.spotify.com/episode/1RVZe4NnEkCFKrJXDSXFIp?go=1&t=3019, ,Do you specifically soap your feet when showering?
Bei wem h√§ttest du gern 'ne Masterclass?,2021,132,Felix,https://open.spotify.com/episode/2BivSWq3V4AuivPJRGSuxr?go=1&t=2917, ,Whose masterclass would you love to attend?
Was w√§re dein Gastronomie-USP?,2022,167,Tommi,https://open.spotify.com/episode/3jiHSM4gsSqYoYlIppk1T1?go=1&t=3675, ,What would be your restaurant’s unique selling point?
"Was ist dein Alternativprogramm, wenn du beim Essen nichts zum Gucken findest?",2022,184,Tommi,https://open.spotify.com/episode/3m6LPoTdUpy1JLAguCcXNw?go=1&t=2725, ,What’s your backup activity when you have nothing to watch while eating?
"Welche Sache, unter der viele Menschen leiden, hast du zum Gl√ºck nicht?",2023,231,Tommi,https://open.spotify.com/episode/2gxoUprls1YdmBy5OU5WVc?go=1&t=4922, ,What’s something many people suffer from that you thankfully don’t?
Mit welchem toten Promi w√ºrdest du gern eine Unterhaltung f√ºhren?,2019,79,Tommi,https://open.spotify.com/episode/2EHbpWB3Iw9SFgOmm796xu?go=1&t=2536, ,Which deceased celebrity would you like to have a conversation with?
Hast du einen Sehnsuchtsort in den USA?,2020,115,Tommi,https://open.spotify.com/episode/7BxUJL8VPeMaKg31W6jGWa?go=1&t=2240, ,Do you have a place in the U.S. you long to visit?
Sind M√§nnerfreundschaften oberfl√§chlicher?,2020,88,Tommi,https://open.spotify.com/episode/4fDjGSUdavrWBLx61hPZMY?go=1&t=2086, ,Are male friendships more superficial?
Nimmst du dir ab und an Zeit f√ºr Melancholie?,2019,77,Tommi,https://open.spotify.com/episode/7sJCvtJN2HUWoeUTQeT0TY?go=1&t=2618, ,Do you occasionally make time for melancholy?
Welches ist das langweiligste Thema f√ºr Dokus?,2023,214,Felix,https://open.spotify.com/episode/7EShl70HOZCpOIs4kjJSRa?go=1&t=2885, ,What’s the most boring topic for documentaries?
Kannst du Autoreifen wechseln?,2020,121,Felix,https://open.spotify.com/episode/3NgDxSLt6MJMD56QWIfLyv?go=1&t=2526, ,Can you change a car tire?
Wie m√∂chtest du begraben werden?,2020,107,Tommi,https://open.spotify.com/episode/3ve14NDVaoUUqUsxG8mB0X?go=1&t=3332, ,How would you like to be buried?
Auf welches Spielzeug warst du neidisch?,2020,92,Tommi,https://open.spotify.com/episode/4QHfqWTANsvwoUsmISchqT?go=1&t=3459, ,What toy were you jealous of as a kid?
Was bereust du aus deiner Schulzeit?,2020,100,Felix,https://open.spotify.com/episode/6gLEhoEMagBv6R2yWsiVP7?go=1&t=3778, ,What do you regret from your school years?
Welches Hobby wirst du dir im Ruhestand zulegen?,2022,204,Tommi,https://open.spotify.com/episode/4p1LgYmIbkGlVMJJHXYhvi?go=1&t=2759, ,What hobby would you take up in retirement?
"Gibt es jemanden, dessen Output du gern konsumierst, ihn aber √ºberhaupt nicht magst?",2022,174,Felix,https://open.spotify.com/episode/5YzPNZ0bHQC1U3XqTZUeGs?go=1&t=3738, ,Is there someone whose content you consume but don’t actually like?
Welches ist dein Lieblingsm√∂belst√ºck?,2022,174,Felix,https://open.spotify.com/episode/5YzPNZ0bHQC1U3XqTZUeGs?go=1&t=3360, ,What’s your favorite piece of furniture?
"Gibt es etwas, wo du abergl√§ubisch bist?",2019,68,Felix,https://open.spotify.com/episode/5Sd3h4q3pZ7IMBqJFEapuB?go=1&t=2788, ,Is there anything you’re superstitious about?
"Du musst dir ein Haustier holen (au√üer Hund oder Katze), welches holst du dir?",2022,197,Tommi,https://open.spotify.com/episode/0KkwXJYBJb4bIv9W9b5xM1?go=1&t=3287, ,You have to get a pet (but not a dog or cat) — which one do you choose?
Welche H√∂flichkeitsregel ist dir wichtig?,2020,114,Felix,https://open.spotify.com/episode/4oD0r7GvIomKHOvhLNZh25?go=1&t=4148, ,What rule of politeness is important to you?
"Was nimmst du dir vor, machst es dann aber nicht?",2020,89,Felix,https://open.spotify.com/episode/4v2BQKgCgSimekHrjSs4au?go=1&t=3421, ,What’s something you always plan to do but never actually do?
Warum hast du noch nie jemanden umgebracht?,2020,103,Tommi,https://open.spotify.com/episode/0DINuNUDEtAiQIa9HgOQBs?go=1&t=4228, ,Why have you never killed anyone?
Hattest du jemals einen Autounfall?,2022,196,Felix,https://open.spotify.com/episode/069klYLSitGKBHhHh5qRet?go=1&t=3925, ,Have you ever been in a car accident?
"Bei welcher Sache aus Comics oder Serien w√ºrdest du dir am meisten w√ºnschen, dass es sie wirklich gibt?",2019,66,Felix,https://open.spotify.com/episode/4nUyS2R9ifhKNwiHUmF37i?go=1&t=2016, ,What thing from comics or shows do you most wish existed in real life?
Was machst du in der Sommerpause?,2020,111,Felix,https://open.spotify.com/episode/7mEpfj8X01qJ6DBlQy22nk?go=1&t=4218, ,What do you do during summer break?
Welches YouTube-Format guckst du regelm√§√üig?,2020,91,Felix,https://open.spotify.com/episode/7zHD9kMDlKN2RdKtSzCqfG?go=1&t=2910, ,Which YouTube format do you regularly watch?
Welchen Luxus w√ºrdest du dir in das eigene Haus bauen?,2023,222,Tommi,https://open.spotify.com/episode/4lSbzJKc2y58PnjDUOr8cV?go=1&t=2778, ,What luxury feature would you build into your own house?
Wovon musstest du als Letztes kotzen?,2020,127,Tommi,https://open.spotify.com/episode/5RyVuzhWz5uK2ANRY5REXy?go=1&t=3747, ,What was the last thing that made you throw up?
Was waren deine LKs im Abi?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=1198, ,What were your advanced-level subjects in high school?
"Wie reagierst du, wenn deine Nachbarn viel zu laut Musik h√∂ren?",2019,56,Tommi,https://open.spotify.com/episode/6kLAjSu2jSZ0WxQ7t8zmXu?go=1&t=1176, ,How do you react when your neighbors play music way too loud?
Macht dir Planen Spa√ü?,2023,235,Felix,https://open.spotify.com/episode/2y5krjiritBCaVAIEAt6rC?go=1&t=4351, ,Do you enjoy planning things?
Wie trinkst du deinen Kaffee?,2018,44,Tommi,https://open.spotify.com/episode/3l0uIPrCbPCcfVP2DDHePv?go=1&t=1004, ,How do you drink your coffee?
Welche Wurstsorte bist du?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=1396, ,What type of sausage would you be?
"Partythema Drittes Reich: Glaubst du, du h√§ttest Widerstand geleistet?",2019,67,Tommi,https://open.spotify.com/episode/6CC2yXWPXegqs5eSwUnBP4?go=1&t=3291, ,Controversial topic: The Third Reich — do you think you would’ve resisted?
"Wo guckt man(n) immer hin, wenn's mal da ist?",2022,181,Felix,https://open.spotify.com/episode/0qy2S1M2gWDgmjdiSuXR1A?go=1&t=2996, ,Where do men always look when it’s there?
Welches Essen war f√ºr dich als Kind verboten?,2019,85,Tommi,https://open.spotify.com/episode/21cAjXHNSe30kHN44h40ym?go=1&t=4086, ,What food was forbidden for you as a child?
"Tust du im Zug so, als w√ºrde jemand neben dir sitzen oder bist du offen f√ºr Mitfahrer?",2019,67,Tommi,https://open.spotify.com/episode/6CC2yXWPXegqs5eSwUnBP4?go=1&t=4069, ,"On the train, do you pretend someone is sitting next to you or are you open to seatmates?"
Was f√ºr ein Sportkleidungstyp bist du?,2020,127,Tommi,https://open.spotify.com/episode/5RyVuzhWz5uK2ANRY5REXy?go=1&t=4127, ,What type of sportswear person are you?
Wohin w√ºrdest du Deutschland verschieben wenn du k√∂nntest?,2023,227,Tommi,https://open.spotify.com/episode/0iIEJKvYzyqj6qhZwsnvZM?go=1&t=3531, ,"If you could move Germany anywhere in the world, where would you put it?"
Was ist deine unpopular Opinion?,2021,132,Felix,https://open.spotify.com/episode/2BivSWq3V4AuivPJRGSuxr?go=1&t=3800, ,What’s your unpopular opinion?
Wie sieht dein perfekter Rastst√§ttenaufenthalt aus?,2020,120,Tommi,https://open.spotify.com/episode/0qr9VsUXkKyUAnQUJc8BLF?go=1&t=4518, ,What does your perfect highway rest stop visit look like?
Was ist dein Lieblingsfleischst√ºck?,2020,107,Tommi,https://open.spotify.com/episode/3ve14NDVaoUUqUsxG8mB0X?go=1&t=2506, ,What’s your favorite cut of meat?
Wie schl√§fst du zurzeit?,2021,165,Tommi,https://open.spotify.com/episode/2WgTRdfjEPMwnKrMi8KQtL?go=1&t=3384, ,How are you sleeping these days?
"Welche Sportart findest du sehr attraktiv, hast sie aber noch nie ausgef√ºhrt?",2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=360, ,What sport do you find very attractive but have never tried?
Hast du ungefragtes Feedback zu einem Produkt?,2023,221,Felix,https://open.spotify.com/episode/2Rzw6n8MaMQg9s06YRS2Pe?go=1&t=3451, ,Do you have unsolicited feedback about a product?
Was ist dein Lieblingskuchen?,2023,231,Tommi,https://open.spotify.com/episode/2gxoUprls1YdmBy5OU5WVc?go=1&t=3751, ,What’s your favorite cake?
Was ist dein Lieblingsessen mit Kartoffeln?,2021,154,Felix,https://open.spotify.com/episode/7LRiX9vRNONQcZjTmXyy1t?go=1&t=4152, ,What’s your favorite potato dish?
Was w√ºrdest du deine Kinder gucken lassen?,2022,195,Tommi,https://open.spotify.com/episode/3FX9aU91GaekL1n9dLS7ub?go=1&t=4088, ,What would you let your kids watch?
Was zeigt dir der Algorithmus aktuell auf Social Media?,2022,175,Tommi,https://open.spotify.com/episode/2KVZdX6nhAXe3qKCOfSqlh?go=1&t=2989, ,What’s your social media algorithm currently showing you?
Mit wem w√§rest du gern befreundet?,2020,88,Tommi,https://open.spotify.com/episode/4fDjGSUdavrWBLx61hPZMY?go=1&t=2405, ,Who would you like to be friends with?
"Bist du beim BH-√ñffnen jemals so sehr gescheitert, dass danach kein Sex mehr stattgefunden hat?",2018,41,Felix,https://open.spotify.com/episode/6GV8g9pBCDuU3MJ4kazbmd?go=1&t=1801, ,Have you ever failed so badly at unclasping a bra that there was no sex afterward?
W√ºrdest du eher mit 3 √ºberambitionierten Sowi-Erstsemesterstudenten oder mit 99 geisteskranken Bullterriern zusammen leben?,2018,47,Tommi,https://open.spotify.com/episode/3zKMqZgCacoiVcF4fHnvxd?go=1&t=1209, ,Would you rather live with 3 overambitious first-year political science students or with 99 insane bull terriers?
Wie viele Fahrr√§der wurden dir schon geklaut?,2018,46,Felix,https://open.spotify.com/episode/5c09kILyfpnVGp4F9SiTkI?go=1&t=1092, ,How many bikes have been stolen from you?
"Hast du mittlerweile schon dann, wenn du anf√§ngst zu trinken Angst vor dem n√§chsten Tag?",2018,43,Felix,https://open.spotify.com/episode/5LhAru2YPzlLHtPW1rpbJr?go=1&t=1924, ,Do you already get anxious about the next day as soon as you start drinking?
Wer w√§re schlimmer als Partner: Paartherapeut oder Fitnesscoach?,2023,215,Tommi,, ,Who would be worse as a partner: a couples therapist or a fitness coach?
Welche Promis w√§ren dein Telefonjoker?,2020,107,Tommi,https://open.spotify.com/episode/3ve14NDVaoUUqUsxG8mB0X?go=1&t=2821, ,Which celebrities would be your phone-a-friend lifelines?
Sollte man einem alten Opa in der Bahn einen Platz anbieten oder wegen eines kleinen Fauxpas (2. Weltkrieg) sitzen bleiben?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=3768, ,Should you offer an old man your seat on the train or stay seated because of a small faux pas (World War II)?
Welchen Spruch w√ºrdest du auf eine gro√üe Werbefl√§che packen?,2020,88,Tommi,https://open.spotify.com/episode/4fDjGSUdavrWBLx61hPZMY?go=1&t=2642, ,What slogan would you put on a giant billboard?
Lichterketten: Ja oder nein?,2018,50,Felix,https://open.spotify.com/episode/5e2JtCyQwIGc6DkXEjzEbb?go=1&t=1557, ,Fairy lights: yes or no?
Welche Momente machen dich gl√ºcklich?,2021,159,Tommi,https://open.spotify.com/episode/3NlYS3PBejXkgl69AfajEh?go=1&t=4291, ,What moments make you happy?
Was ist dein Lieblingsgeruch?,2020,110,Tommi,https://open.spotify.com/episode/2LuKCDRxA3PrmJnDDdl1YF?go=1&t=3675, ,What’s your favorite smell?
Wie stehst du zum Konzept Sauna?,2019,64,Felix,https://open.spotify.com/episode/4QdLvVwSRkb0SnZJXOScyU?go=1&t=1496, ,What’s your opinion on saunas?
Was war ein Scheideweg deines Schicksals?,2020,116,Felix,https://open.spotify.com/episode/49bfCy8AlgTj2p6AgFYobD?go=1&t=4279, ,What was a turning point in your life?
Bist du kitzlig?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=3148, ,Are you ticklish?
Welche deiner Eigenschaften macht ein Zusammenleben schwierig?,2021,162,Tommi,https://open.spotify.com/episode/2bWBlL2Z5649eifhSYIaP5?go=1&t=2690, ,Which of your traits makes living with you difficult?
Was war dein letzter Gamechanger im Leben?,2023,219,Felix,https://open.spotify.com/episode/6FLsFfbOOIY4YWuLfvP31b?go=1&t=4037, ,What was your last big life game-changer?
Was war dein bester Kindergeburtstag?,2020,115,Tommi,https://open.spotify.com/episode/7BxUJL8VPeMaKg31W6jGWa?go=1&t=4507, ,What was your best childhood birthday party?
Wovon hast du zu viel?,2021,156,Tommi,https://open.spotify.com/episode/4sVcEcAjy7w85yPUiM6rpx?go=1&t=2806, ,What do you have too much of?
Wann hast du dich das letzte Mal richtig asi verhalten?,2019,74,Felix,https://open.spotify.com/episode/2CK67Rr2PvbogKgR35xbZN?go=1&t=3229, ,When was the last time you behaved really trashy?
Welche Floskel oder Redewendung bewahrheitet sich immer?,2022,170,Tommi,https://open.spotify.com/episode/3OHhP7iPabxcCIadZvMJ7I?go=1&t=3468, ,Which saying or cliché always proves true?
"Was hast du gemacht, wenn du Schule geschw√§nzt hast?",2022,184,Tommi,https://open.spotify.com/episode/3m6LPoTdUpy1JLAguCcXNw?go=1&t=3089, ,What did you do when you skipped school?
Wer ist ein langweiliger Promi?,2019,77,Tommi,https://open.spotify.com/episode/7sJCvtJN2HUWoeUTQeT0TY?go=1&t=2123, ,Who’s a boring celebrity?
Bei welchem Ausw√§rts-Essen kann man nichts falsch machen?,2022,198,Felix,https://open.spotify.com/episode/4w7p6GXwNwNTO33xLWC0kB?go=1&t=3158, ,At which restaurant type can you never go wrong?
"Glaubst du, es w√ºrde was bringen, Tiere auf Fl√ºchtlingsboote mitzunehmen?",2018,40,Tommi,https://open.spotify.com/episode/7aBJOKRo2N2mGwbThl9TAw?go=1&t=3300, ,Do you think it would help if we brought animals onto refugee boats?
Welche Sportart beherrschst du so √ºberhaupt nicht?,2019,69,Tommi,https://open.spotify.com/episode/6zTP5Qls3MtsE1bajjBoZf?go=1&t=3561, ,Which sport are you absolutely terrible at?
Verdienst du gut in deinem Job?,2018,23,Felix,https://open.spotify.com/episode/3YgzS0n54rfaCB9tyHdCxP?go=1&t=1554, ,Do you earn well at your job?
Wie lauten deine Anweisungen an den Friseur?,2019,84,Felix,https://open.spotify.com/episode/5a8qg8BdR9nebdfGvcIfs9?go=1&t=452, ,What do you tell your hairdresser when giving instructions?
W√ºrdest du dir einen Wunsch lieber erst kaufen und danach erarbeiten?,2019,84,Felix,https://open.spotify.com/episode/5a8qg8BdR9nebdfGvcIfs9?go=1&t=2119, ,Would you rather buy yourself a wish first and earn it afterward?
Meinst du Alice Weidel wacht manchmal auf und denkt sich: Wat mach ich hier eigentlich?,2018,47,Tommi,https://open.spotify.com/episode/3zKMqZgCacoiVcF4fHnvxd?go=1&t=3192, ,"Do you think Alice Weidel ever wakes up and wonders, “What am I even doing here?”"
Wie wird der Corona-Stichtag?,2021,145,Tommi,https://open.spotify.com/episode/0L1J5xgPU345E2CGK09Ypi?go=1&t=3437, ,When will the official COVID cutoff date be?
Wo bist du wertekonservativ?,2023,236,Tommi,https://open.spotify.com/episode/7vlwrLYJb1qVvuAvyk0UWa?go=1&t=2515, ,In what area are you value-conservative?
Hast du einen Regenschirm?,2023,232,Felix,https://open.spotify.com/episode/5ZbfrYMYeoYTSnGgd0c0qZ?go=1&t=2175, ,Do you own an umbrella?
Welches Schulfach war das unn√∂tigste?,2021,136,Tommi,https://open.spotify.com/episode/1NJ2jJkY9C3dMOwoJQoDdg?go=1&t=4796, ,What was the most useless school subject?
Zu welchem Album hast du ein besonderes Verh√§ltnis?,2020,116,Felix,https://open.spotify.com/episode/49bfCy8AlgTj2p6AgFYobD?go=1&t=2715, ,Which album do you have a special connection to?
"Was glaubst du, wie lange eine kriminelle Herrschaft her sein muss, bevor es kultige Barnamen gibt?",2023,230,Felix,https://open.spotify.com/episode/118WjPKhWlotGPqo2vsLo2?go=1&t=4388, ,How long do you think a criminal regime has to be over before its name becomes trendy for bars?
Welcher Bundesminister w√§rst du am liebsten?,2022,174,Felix,https://open.spotify.com/episode/5YzPNZ0bHQC1U3XqTZUeGs?go=1&t=2121, ,Which federal minister would you most like to be?
Welche politisch unkorrekte Beleidigung rutscht dir immer noch raus?,2021,148,Tommi,https://open.spotify.com/episode/7ou0d8i6PvTCkGJOnutA6l?go=1&t=3764, ,What politically incorrect insult still slips out of your mouth sometimes?
"Wie reagierst du, wenn der Verk√§ufer einen zu hohen Preis nennt?",2019,73,Tommi,https://open.spotify.com/episode/0FrpiZyCD59Vt0j9AWLsow?go=1&t=3380, ,How do you react when a seller names too high a price?
"Was besitzt du am l√§ngsten, was du auch immer noch benutzt?",2023,230,Felix,https://open.spotify.com/episode/118WjPKhWlotGPqo2vsLo2?go=1&t=4921, ,What’s the thing you’ve owned the longest and still use?
Was h√§ltst du von unrasierten Frauenbeinen?,2019,58,Tommi,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=2415, ,What do you think about women not shaving their legs?
Was willst du unbedingt noch lernen?,2020,124,Felix,, ,What’s something you still really want to learn?
Was ist dein pers√∂nlicher Allzeitrekord an Bier pro Tag?,2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=995, ,What’s your personal all-time record for beers in a day?
Was unterh√§lt dich gerade?,2021,150,Tommi,https://open.spotify.com/episode/1uuDJsO76nCAidIuTUVFEB?go=1&t=4330, ,What’s entertaining you right now?
Bist du schon mal in einem Fahrstuhl stecken geblieben?,2019,76,Felix,https://open.spotify.com/episode/3baFd6CoBtwvIYJ4jp5t8Q?go=1&t=1174, ,Have you ever been stuck in an elevator?
Was ist dein Lieblingsdisneyfilm?,2020,90,Tommi,https://open.spotify.com/episode/2B2a7S1ZPVvHSON5WcBWzV?go=1&t=4235, ,What’s your favorite Disney movie?
In was bist du richtig gut?,2019,81,Tommi,https://open.spotify.com/episode/7v1wQU8Y5A4RUrzOokjRFB?go=1&t=3742, ,What are you really good at?
Wie sieht dein perfekter Cheat Day aus?,2022,178,Tommi,https://open.spotify.com/episode/5ONVlo5rNtEza4grWDSpbu?go=1&t=4125, ,What does your perfect cheat day look like?
